id_rendez_vous,delai_reservation_jours,score_fiabilite_client,moyenne_notes_client,anciennete_compte_jours,nombre_total_rdv_client,score_distance_geo,cible_paiement
829230fe-c02b-4080-863e-23c889086e29,3,84.62,3.82,824,26,3.49332970,0
a92dec02-72bd-480b-bfbf-95317fbc8ad3,19,80.77,4.06,211,26,1.90388090,0
cdb56811-638d-4e4e-903b-18eb09be1268,7,65.63,3.67,1042,32,0.71752740,0
213ccaac-1c2e-49fb-9af4-cc47050b13f9,18,62.07,3.57,1191,29,0.00000000,1
020c24ae-5df9-4402-b635-179c573a01a9,22,85.19,3.79,447,27,2.35316550,0
135add48-de4e-410b-b1d0-092f7370520d,10,77.14,4.33,1026,35,3.14144900,1
6bbdeca2-016d-4441-9264-c3655b36a989,3,80.77,4.06,211,26,1.90388090,1
bb0663ed-9a32-46f7-9d6e-2b4c19a63de3,26,89.29,4.14,566,28,1.19424840,1
d18bd25e-a467-4e4e-8084-d9fce56d059f,17,68.57,3.89,1127,35,1.23226260,1
e8b98abf-cd40-46a7-9423-edaca6e6addc,14,71.88,3.69,126,32,1.99946800,1
7690e152-65b5-41de-8cfe-ea58ebb1a398,17,76.92,4.09,950,39,0.00000000,0
905f3179-1857-4c51-ad97-243e85767b92,17,78.95,3.77,218,38,1.34303340,1
02bc8c2b-e31b-440a-b306-ecf5127eee22,11,76.92,4.09,950,39,3.66400140,1
5d023e5d-8a47-403a-943a-8a64f9cdc3b3,18,82.05,4.04,774,39,0.00000000,0
9463d732-6904-4ac7-b869-b1f6a26deae3,25,68.57,3.89,1127,35,0.50825160,0
d449a188-33bf-4835-96ea-80835e2cdad1,23,80.65,4.31,1092,31,1.98611010,0
848ffc9a-24a6-4eaa-9346-64344420e6f7,22,81.08,4.00,1159,37,3.35197660,0
b7b471f8-9a3e-42e8-ae0f-3fffcb4c5162,6,76.92,4.09,950,39,0.00000000,0
0cae25e7-72b7-4abd-9b72-36b3586504ed,27,86.36,3.69,640,22,1.56745300,0
cabf9d2a-468e-454e-8007-c319d445a08e,17,62.07,4.36,1143,29,2.94978350,0
e89311de-4c50-4411-97b3-5c272e310a39,3,72.22,3.85,1141,36,3.19863300,1
f175773e-e155-4570-b911-4c56bfaa5e3b,27,77.78,4.08,195,27,1.14585960,0
bd04db82-a2ce-4222-9cd6-d6367af311c8,26,79.17,4.00,744,24,4.04140840,0
d04f53ed-a452-419e-9efe-a3b63c59c173,16,77.78,4.00,905,36,4.53509140,0
98231f3a-f280-4188-995f-17ec18251b74,26,76.92,4.09,950,39,0.00000000,1
910729f5-b080-460c-9e6e-4f87a98ce7c1,22,82.05,4.04,774,39,1.06910090,0
d9966bcf-01c6-43dc-83c8-d8c8cf29d70b,20,75.76,4.00,105,33,2.49341810,1
07d21957-445c-422d-b459-eb88cd09d93c,4,74.19,3.91,505,31,2.54483100,1
d17ca582-a0d9-4f43-b0c1-e9ad5e8da573,12,79.17,4.00,744,24,4.53509140,1
31981923-eac4-489d-8c05-35b66904bae3,9,77.14,4.33,1026,35,2.94978350,1
b4f848a1-1d42-4b91-874e-dcbe04cce716,19,71.43,4.15,843,35,3.08522900,0
441a5be3-5143-4b13-89db-6181492d0831,28,66.67,4.07,650,30,3.10231080,0
775cce4e-4fbf-4d35-88c2-328a30d6c4b1,19,65.63,3.67,1042,32,3.26253020,1
7a5629c4-1df2-4598-a622-e931ddfc44c8,6,79.55,4.19,294,44,4.53784530,1
82378cb0-e7e6-4c7c-a6ce-754a831713ad,20,78.26,4.00,194,23,2.75064240,1
e0ac1027-44b3-4824-a4f9-72d0974bdbe3,22,78.95,3.77,218,38,1.34303340,0
91ee6b56-6a16-4c60-a144-bf4c19dea2d1,18,75.76,3.93,683,33,2.61056110,0
d6df78b8-c8ba-4a42-bf04-4bc77f756ad4,9,65.63,4.31,293,32,2.61056110,1
84051b07-752c-4d31-9649-c7659902c6da,22,70.97,4.13,620,31,0.42602240,1
8bb1b68d-234f-4684-b7b2-b2afbc1961da,26,76.00,3.86,371,25,0.00000000,0
ae9f3de1-4f89-4189-8f40-c8a746359ee5,28,65.63,3.67,1042,32,3.26253020,0
0b1b90e2-9190-439f-b800-339835e904c8,14,76.19,4.30,906,21,2.44153190,1
b9425306-bcbd-4886-a32d-84aee6d4b8db,5,74.07,3.73,434,27,2.75064240,1
f9eea02b-5b8c-48db-a8d5-6822b98eec82,4,71.88,3.89,625,32,2.49341810,1
88f6a10e-c171-4e08-a111-fd18a349c956,6,74.19,4.06,79,31,1.73666450,1
42d89d8e-523e-4c9a-8b92-e98016aedbf1,2,82.05,4.04,774,39,2.56480650,1
d292c8e4-bcef-4e8e-b3c2-e3604190976a,24,72.22,3.85,1141,36,0.83571200,0
24f51de8-0d89-413d-8a38-b27e3f96c1a3,25,80.65,4.11,307,31,3.93612340,1
0d5555eb-6b21-44e8-a636-17c758239ddb,24,75.76,3.93,683,33,3.21851800,0
a0770973-1733-4307-a515-4abd200739f3,25,80.00,3.50,1076,25,3.94307790,0
db1a4cfa-84dc-414c-81ca-a07b0ef03cb2,2,76.92,4.09,950,39,1.55639400,1
5f26d919-89fa-4f78-be5e-e6d6952a9a40,21,85.19,3.94,207,27,2.74042580,1
6d2fabd0-595b-4c39-9cb2-cf44f49b6233,19,71.88,3.69,126,32,2.58363670,0
6774e1a2-0a98-42d4-8d4d-0637d5103598,19,75.76,4.00,105,33,2.58363670,0
1357ccd1-4b8b-4ffa-8c88-c410ca32c7b8,26,80.77,4.06,211,26,2.68301820,1
f0f89714-997d-4932-be21-6fa0e3dc1070,9,81.25,4.04,1022,32,3.61386580,1
0c932c98-22ad-4a47-bfa9-1dd2dc78347d,8,76.92,4.09,950,39,4.04140840,1
da62bef0-d079-409c-b7cd-f60f47ab2bbe,17,68.57,3.94,174,35,0.97737800,1
939e771a-485f-410a-8e9c-c00a65d49d68,16,76.00,3.86,371,25,1.98611010,0
4eca6293-9d5a-4b11-9acc-cd12587ffbf1,15,74.19,4.06,79,31,2.82828940,0
a05a381b-00b8-4be6-b456-f56e9c0f29bb,6,77.78,3.90,966,18,3.08522900,1
3c13777a-990d-402f-a168-c744e2e524f9,14,74.19,4.06,79,31,1.21311900,1
ff51b71d-33bd-431c-9433-77fa937fc2b7,19,79.07,3.76,969,43,2.25575970,0
5b3943d7-e216-4591-a242-136e874f64e8,26,72.73,4.50,634,22,2.05529830,0
80fd9a09-ab2f-4921-98be-22705d1c6567,29,81.58,4.33,1132,38,1.08483340,1
95d608c5-ce3f-48c6-b9bb-ff66b4a4bcd1,28,74.19,3.91,505,31,1.85068300,0
d3f24064-897b-45fe-9a47-8f0e55379d2d,15,74.19,4.06,79,31,3.98005760,0
06088f10-4b6c-4826-ac18-dc9f7b04ac18,6,72.22,3.85,1141,36,0.71752740,1
af23b0ea-8c91-49c8-901e-e6a39d661e8f,25,74.36,4.11,706,39,3.21851800,0
31aa5db4-acb9-4c9b-9c51-d1b1c61bfa8b,14,74.07,3.73,434,27,0.00000000,0
3f94db0e-58e5-4bc0-bf80-60d3f24b75af,11,75.76,3.93,683,33,1.56745300,1
c6ad2687-c5e8-4042-a4e5-7ad023fcfddc,29,90.32,4.05,639,31,1.85068300,0
c2b744d4-d062-4b6a-a54d-95c48980dd65,20,76.19,4.30,906,21,1.73666450,1
2d349a80-84c1-464a-8798-1074c5266732,9,74.19,4.06,79,31,0.83571200,1
f5b0e7c3-bde8-44d8-b69b-b732224c07ed,17,78.95,3.77,218,38,1.19424840,1
365ba41c-1fd4-426c-baa2-a6aeb87a7341,18,62.07,3.57,1191,29,2.83540100,0
3724cb34-9f58-4ead-abad-34fe52b33047,17,78.13,4.11,181,32,1.35842710,1
3d60f8c9-c36a-4c77-87de-e7fa363ff535,15,79.17,4.00,744,24,3.14144900,1
203f60cd-e23a-495b-9ee7-6c0f935ca39f,23,82.05,4.04,774,39,2.52755130,1
38045f06-7406-45d1-8e2b-7c54a826cb90,11,78.13,4.11,181,32,3.71066610,1
f06c1bb7-4a95-4587-9044-6939ea8719fc,12,65.63,3.67,1042,32,1.74051420,1
4239852e-fa76-4a7d-bae1-9151d8947a66,14,68.57,3.94,174,35,1.16346200,0
074fbb06-2be3-4141-8461-72346bde9c07,17,78.26,4.00,194,23,2.56480650,1
bc1b7335-7a93-48f9-9b6d-1935c5562bc9,21,84.85,4.00,81,33,3.10231080,0
8a8e714c-aa9d-4a99-8433-69427d3a9c57,17,80.65,4.11,307,31,3.13761700,0
a43a7693-9a5e-4008-884b-64e573605ba7,26,85.71,4.14,1126,35,0.54689160,0
5fa825d8-8f35-43d8-9060-193ad7c71438,29,80.00,3.50,1076,25,4.63722590,0
dd35ff6c-a2a6-4a81-9f2f-4e2274c6419b,26,70.83,4.17,330,24,1.16346200,0
e762394a-2212-4760-8f8f-8db23126edb3,16,62.07,4.36,1143,29,4.04140840,0
4b44075c-d922-47bc-9396-25d7483f6585,1,89.29,4.14,566,28,1.19424840,1
23513437-e7c1-465b-a81e-c5451d7ff88c,21,85.19,3.79,447,27,1.73666450,1
151464b2-2cc9-44f6-a972-4c40bb4765d5,22,76.00,4.38,696,25,1.74051420,0
cfba70da-eaec-411b-9275-fb887ed4d56b,9,78.26,4.00,194,23,3.38923180,1
85b736cc-c669-4628-bc5d-323b3ab2c870,8,81.25,4.04,1022,32,3.61386580,1
d1796bb6-1676-4ef8-b056-1f9abec88905,30,75.86,4.12,366,29,3.98005760,1
cd5f9584-5ab1-4886-99ba-cddfe1fae9bd,5,72.41,3.84,907,29,3.32780610,1
487d2a47-d58a-4563-b408-dfb22a302a9b,22,74.36,4.11,706,39,3.99994260,0
3e0e0b0e-d047-4774-9a83-54e8a951122a,6,85.19,3.79,447,27,2.35316550,1
15c2a77b-c2fa-41c4-afec-16b38deffda4,3,77.14,4.33,1026,35,1.21311900,1
18c2b048-9b9e-4e18-b3c1-c6d4b1f8669b,6,68.97,3.73,395,29,0.00000000,1
dc77d0df-1367-466d-a116-3a8fab6590ca,14,80.00,3.50,1076,25,4.63722590,1
8daf8afe-0045-47d3-b257-548cfd1d122e,2,85.19,3.94,207,27,3.94307790,0
bec99b53-ce9d-464b-a788-5017f99b8035,4,68.42,4.09,335,38,2.05529830,1
9df76a8e-a3f5-4501-b8ff-7e15d2e12d80,14,83.33,3.87,329,30,null,1
bdfc72ee-2635-4aab-8e13-905e30bad44f,16,84.62,3.82,824,26,5.23384390,0
9d02e8b1-50d9-4b69-8661-16fd55f91f0f,16,66.67,4.07,650,30,0.49450360,0
de7bf745-8055-490b-bfbd-dc02cef8bfa2,3,81.58,4.33,1132,38,3.75172560,1
519b485b-834d-4f18-98ed-581d113e3477,29,76.00,4.38,696,25,2.30089420,0
19017074-0d29-4c8a-8296-60793641ffef,28,76.19,4.30,906,21,1.09897080,0
f34e3a3b-0355-4775-8dfe-c73e06429619,2,71.43,4.15,843,35,5.02959500,0
f56ac6f7-939e-442f-9615-67e3a534bdcf,11,72.22,3.85,1141,36,3.94280240,1
a5aad8b9-a3d5-423f-a0b3-50005385b851,21,68.42,4.09,335,38,2.89942740,0
4e839c48-54f0-4035-ac23-fbf5353d0c6b,2,68.57,3.94,174,35,1.20071720,1
a4d92e79-94c8-4093-b8c4-0c794276f1ce,12,71.88,3.89,625,32,1.91209850,0
8d5b23ff-2ad0-4576-a9a5-bcc33d205b1d,8,68.57,3.94,174,35,1.56745300,0
837b36c7-2e64-46d6-8651-08bdf812c5ea,2,70.00,4.17,988,30,0.69772370,1
249f20db-faa5-4b2c-ba0c-54acf616d918,5,65.63,4.31,293,32,2.58363670,1
bf836cdc-4bcd-4a2d-bce8-bc2d2684d241,5,79.17,4.00,744,24,2.49341810,1
5b82ce70-6bfb-4d03-8beb-878dde3401c4,9,76.19,4.30,906,21,1.07204640,0
6c8615b9-db94-4e04-9bf3-eea5a9daeae8,1,85.71,4.14,1126,35,0.84982380,1
051dc021-1ab4-458f-a9d6-6d068aa93898,11,76.19,4.30,906,21,1.07204640,0
957612e5-3ba2-41ef-ad65-e17c9bf06fbc,21,76.19,4.00,508,21,3.44479040,0
b8a7c6bc-617b-4a80-b3c1-2f43c49f7b62,5,80.00,3.50,1076,25,2.09239490,0
a61b08c6-1589-4088-a0c5-a42aaafdc7ee,7,85.19,3.79,447,27,2.25575970,1
02889530-74a2-462f-a3f6-c12809094889,21,78.13,4.11,181,32,1.76630010,0
d9458e53-9766-4ccd-9f6d-0e7163e7b5e6,1,82.05,4.04,774,39,1.78338190,1
59c7011a-9c73-45d9-9bdb-75d09bbec7d5,29,71.43,4.15,843,35,0.49450360,1
f43f0b49-a32c-46bc-9b7f-ad0788215563,29,74.19,3.91,505,31,0.00000000,1
66147fe9-fd8b-4afd-abf3-f5b4109dc9c0,18,68.57,3.89,1127,35,3.63390740,0
95f3def5-12f2-40d5-a5d7-17e1278ab32f,11,79.55,4.19,294,44,4.40838980,1
5eabd9ff-c19a-4c19-9b1f-906eb87693e7,27,90.32,4.05,639,31,1.19424840,1
2a8152f6-f968-4cb5-86ac-4c5fdfdf3335,18,66.67,4.07,650,30,3.08522900,1
acb82dcd-1be0-462e-a60e-e3d85d97e6a0,4,75.76,3.93,683,33,0.00000000,1
49125e27-48ee-481e-81a5-132266751746,28,71.88,3.69,126,32,1.85068300,0
69e2b7fc-ad6b-4729-856c-e4a14b4de628,27,86.96,3.92,60,23,3.66400140,0
51cc718d-02d5-4fd6-8d8b-0d27f71e2654,9,84.62,3.82,824,26,3.94307790,1
03730dca-ec14-47ca-8710-23cccd6353e2,1,90.32,4.05,639,31,0.00000000,1
73e0f626-a5cc-47de-bbba-bfdc4535d5eb,2,90.32,4.05,639,31,1.85068300,0
ceb9a650-7481-4e7c-82ba-6e9ee7efdf27,2,77.78,4.08,195,27,0.79850640,0
141b391d-71ae-4fa7-9d05-9bfaf7790df1,4,75.76,3.93,683,33,2.58363670,1
256e16f1-fb14-4872-b7f5-662636fff4fd,16,84.62,3.82,824,26,4.63722590,0
bd2a5e39-486f-4816-b860-b7ee534422c6,21,79.07,3.76,969,43,2.29301490,0
19d1bb13-236e-4cfb-ad70-821d194ac920,26,76.19,4.00,508,21,2.54483100,0
708a9f7f-8385-4b16-97a6-242da942cc1b,21,74.07,3.73,434,27,1.85068300,0
c7239111-9464-4ac0-abcc-8f3afcc88991,10,77.78,4.00,905,36,1.94436600,1
f04eb856-b659-44be-9282-3508d4ce79b7,10,77.14,4.33,1026,35,2.59072540,1
e49cf43d-1d4c-46cd-9c0a-666311cc5c08,7,85.19,3.94,207,27,4.63722590,1
4bfbda91-73b8-4a62-9107-95f577d55672,28,68.57,3.89,1127,35,3.59665220,1
def5477d-f6cc-4849-9dee-2b4a6e3f21b0,25,75.76,4.00,105,33,0.00000000,0
2ccb8d32-4ddd-4130-94dc-97fba496ec6e,4,80.77,4.06,211,26,1.90388090,0
a7af1dd5-bafe-4bd5-ac07-7e2da0afa65c,15,78.13,4.11,181,32,1.41525110,0
f8c7008b-7fdc-400e-8b2c-cad7f07f60c0,18,79.31,4.14,230,29,1.59135640,0
36207489-399d-4bb0-bab9-d2b60a69e1e3,7,66.67,4.07,650,30,0.29517780,1
9fabed0a-361f-411e-a236-5487b545ff87,6,85.19,3.79,447,27,3.43887450,0
9eaa1c01-ec7d-4933-a8d4-3d5ee15eed64,8,81.25,4.04,1022,32,3.61386580,1
acfdcaff-54d7-4569-88df-9c2553f8c6ab,2,76.00,3.86,371,25,0.00000000,1
26bad727-59c3-416a-9547-cec3927f8515,3,80.65,4.31,1092,31,1.98611010,0
fad679fb-d281-47a6-aff8-2075b86782ce,13,70.00,4.17,988,30,0.24559590,0
b9614813-108e-470b-88dd-8bb8dc27ab2e,29,79.55,4.08,1062,44,3.21851800,0
8f7c3cca-95ec-407d-8445-615fafad317b,15,72.22,3.85,1141,36,0.71752740,0
2d5e53ea-ab5b-48f4-a805-b3f93e30d80a,9,70.00,4.17,988,30,1.23226260,1
afb517c7-1253-4989-b5d1-c4c51006364a,24,78.13,4.11,181,32,0.82717920,0
f26c6b00-03d9-4109-be11-9734ca972d9f,16,80.65,4.31,1092,31,4.53509140,0
d8dff21e-adca-45ff-ad5d-0b6708d29131,4,79.07,3.76,969,43,1.09162490,0
407cf61d-0a91-4579-b94d-3bc2d6cf6bdc,25,78.38,3.88,543,37,4.53509140,0
661dfaa8-7fa1-4502-bbaa-03fb1dcc22df,16,66.67,4.07,650,30,2.68301820,0
55933382-9bbd-4657-9e2d-f68595fa370a,3,80.00,3.50,1076,25,2.28406040,1
e6742d6d-e2fa-4dff-9f4a-4fc497f51d2f,21,76.00,4.38,696,25,null,0
ef125aa1-413b-4a22-8221-c92675405d9e,7,81.25,4.04,1022,32,3.89886820,1
d65cffbf-2846-4b0f-8a5b-0184ad24cddd,15,79.31,4.14,230,29,2.35316550,0
055cfdf9-e015-4148-8117-27cbbbbfde5c,26,71.88,3.89,625,32,2.49341810,0
1e3b511a-0031-43e3-a426-091a646360c2,17,82.05,4.04,774,39,3.71066610,0
5503bbbb-2c64-438b-b9fb-e91f3100eb84,2,78.38,3.88,543,37,1.34303340,0
e713dfbe-bdc1-4910-b511-7d0ea6e4f901,17,74.19,4.06,79,31,1.21311900,0
34bc6549-339b-4566-abe6-f7822bc6a6da,18,80.77,4.06,211,26,0.49450360,0
969b5881-03cb-447d-80ee-ff374cc84e2e,7,68.97,3.73,395,29,3.94307790,1
93bd90e8-9fb6-4dad-9b59-37b9756387f6,29,79.55,4.08,1062,44,3.21851800,0
132d488d-2cf5-4222-ae2a-ac627a3b9d8a,9,77.78,3.90,966,18,3.95917920,1
268bedc8-451f-42be-bb51-46ad8fc08bba,10,75.76,3.93,683,33,2.85248280,0
7309fd8b-76a1-47cf-b5d7-93cdaa9af7c0,10,79.31,4.14,230,29,2.25575970,1
2f288776-d0f8-4acd-bd89-b9fbda2ccc53,1,62.07,4.36,1143,29,5.23384390,1
8aaacc9c-3980-402b-8296-e0c8db39cd1d,24,70.00,4.17,988,30,2.30089420,0
1e91650f-0069-46d4-bd7e-e68a7296276b,10,61.54,4.10,983,26,3.35197660,0
1ee9f3ae-513b-47ba-a596-27f1fdc7bd87,18,83.33,3.87,329,30,null,0
076a49d4-134d-492d-8e3c-a59e9d3794eb,3,68.42,4.09,335,38,1.55639400,0
ab892038-01ae-412e-81a4-45019038f5f7,2,78.79,4.15,837,33,1.21311900,0
6539152e-26f0-4229-9873-7f044c46cb06,5,72.41,3.84,907,29,3.35197660,1
bbec568d-2475-450d-88f9-b37da07682c7,21,86.36,3.69,640,22,2.46741240,0
2841c499-6cd5-462b-b6d9-2e231280f93a,3,78.79,4.15,837,33,3.94280240,1
795aeed3-ca20-4a8a-a8e0-d5ec023a9ae1,16,74.19,3.91,505,31,2.61056110,0
7deb28b6-806b-40a1-bca7-4778b33972f6,17,74.19,3.91,505,31,0.00000000,0
a6035f3d-2776-4ccb-a2e8-952b659a74a8,15,71.43,4.27,1070,21,2.79922540,0
917a8ffa-5d18-4804-a799-dc7ec5906427,13,89.29,4.14,566,28,1.85068300,1
b859a9ca-4d6f-4d48-b1f9-2fe4f6ada2ef,19,68.57,3.94,174,35,2.43319020,0
4053062e-dc64-4ac5-a4b9-a36385185e9a,7,65.63,4.31,293,32,2.61056110,1
6c8c3d00-1aaf-4220-a2c9-ebd14cd10f41,2,76.92,4.09,950,39,1.55639400,1
0a219057-658c-4829-b7ad-864fb3ea5a5b,7,77.78,4.00,905,36,3.71066610,0
3a78a706-1a5c-4a98-9dd7-bae777f52783,8,80.65,4.11,307,31,0.54689160,1
a2afcd81-2f64-420a-b528-927403c2a6bd,18,62.07,4.36,1143,29,3.14144900,0
c1e485ad-9d7e-4cf4-bdc0-68043af163f4,4,74.19,4.06,79,31,3.94280240,0
0df0e6f7-8200-4cbe-9d83-f8e4336d500c,2,68.57,3.89,1127,35,0.50825160,0
ee805375-a56e-4ced-a256-deb26acb0364,17,86.36,3.69,640,22,1.20071720,1
da304d31-4591-4e2f-b153-fd921e349b98,15,81.08,4.00,1159,37,3.35197660,0
5f821549-bd5e-4e65-952f-1888ddb8ace5,7,86.36,3.69,640,22,2.46741240,1
9d81b984-a736-4c03-ae93-f8d2fb3df6fc,6,79.55,4.19,294,44,1.94436600,0
370cb7a5-ea71-4ae5-9dd1-d0415bfdb0ac,6,80.65,4.31,1092,31,1.74051420,1
e4faaeab-085a-4f68-b28c-14d8d7638b4f,23,85.19,3.94,207,27,2.74882950,1
2047e6f7-094c-49c6-9ff2-904d9d1294a3,22,90.32,4.05,639,31,3.39198570,0
22fb8b98-a82a-4630-baec-9caf4995b29b,11,70.00,4.17,988,30,1.36310720,1
85f99daf-d8ef-45c2-bc26-7416263939cf,28,79.31,4.14,230,29,1.51159030,0
